altitude_m,pressure_kpa,temp_c,air_density_kg_m3,density_ratio,battery_soh_pct,payload_kg,current_load_a,usable_capacity_pct,flight_endurance_min,hotspot_delta_c,risk_score,recommendation
3279.889321126731,67.64887882378302,2.7734740664386663,0.8541111719514729,0.6972336097563043,93.05749064409785,2.585606946663199,10.845248022353072,74.78263769892116,23.612252706173955,20.651166461676524,40.43757196481079,REDUCE_LOAD_PAYLOAD
2282.4032938224577,76.74707800714212,9.632693577497449,0.9454780948734645,0.7718188529579301,80.45369036326139,2.1814514085345666,24.633763427132827,70.94508646994677,10.349836340662073,48.16284119964601,43.11592842510717,CRITICAL_ABORT
5860.801971063956,48.08850979771594,-8.117305241905566,0.6320978534434781,0.5159982477089617,82.17147515643697,0.20482539676131628,14.375691870083571,55.832454036113305,15.421628211664059,36.990600928775855,65.56227184331189,PREHEAT_BATTERY
664.3235599578941,93.59476765157513,29.197759909863876,1.078418337478653,0.8803414999825737,94.70686548484599,2.9820123414110906,9.817735241603161,94.70686548484599,34.136806260945704,17.541459173803883,22.80100527197844,REDUCE_LOAD_PAYLOAD
2535.2905698716677,74.35195432175082,0.3304660086540743,0.9471276728385354,0.7731654472151309,89.71203401233107,2.021328133343521,16.394581227167684,69.59566352453415,16.87539941891481,30.222821398372496,41.41015311255611,REDUCE_LOAD_PAYLOAD
252.14805102843175,98.33234477387848,14.429160341541762,1.1911910800876333,0.9724008817041904,82.16590429819246,2.590836299160919,22.857966197422414,76.94774720628547,12.758354970059418,36.99516060190261,31.14321296693872,REDUCE_LOAD_PAYLOAD
4439.424724601582,58.19122354341358,-6.966434737682191,0.761585558121578,0.6217024964257779,74.01934768662129,2.010559219902141,23.083947030214603,51.26451552724657,8.857010096582194,51.09764697271402,70.73955951450553,CRITICAL_ABORT
5508.459313194904,50.448966351421824,-7.891297619897553,0.6625597975175466,0.5408651408306502,95.97243613957383,1.9672452892898238,8.186420572959603,65.45696425127352,26.322231237220603,19.5258861180814,61.300906000609096,PREHEAT_BATTERY
1680.2239773029366,82.70263685460819,16.5629121000689,0.9944751922915764,0.8118164835033277,85.19571405916955,0.6871564379110673,23.067027660773796,81.85750725889567,15.800989510381397,41.53134368267594,31.399859852188566,REDUCE_LOAD_PAYLOAD
5150.050060794725,52.94545164415653,-3.126468120246461,0.6830767330459049,0.5576136596293101,72.74016635387427,1.1148548605645958,12.615231697497595,53.56282257788928,15.97437518648107,30.372396791299902,61.084506954024775,REDUCE_LOAD_PAYLOAD
1753.3093827713865,81.96049418738286,7.605001370159448,1.016996634235964,0.8302013340701746,74.41919134233036,0.6354107677758232,8.662530187463192,63.90353751049926,34.47641632500357,15.858212595490388,26.761229587988048,NOMINAL_FLIGHT
5464.620969863491,50.74909963067641,-22.100755618957077,0.7042257027022406,0.5748781246548903,93.10965811276861,0.7826651825013697,22.412434596168865,48.42180674630702,8.72541589567496,53.35625067003282,83.19193725289797,CRITICAL_ABORT
4523.771421580704,57.54744206160381,-0.11444326376384595,0.7342589777719558,0.5993950838954741,66.54509467306094,3.8919095216812196,22.68573485179954,51.285994816433856,5.622251526629706,52.774718486939896,72.44131702421703,REPLACE_BATTERY
4829.440661048632,55.26253392735308,-10.53234566164228,0.7330765467349305,0.5984298340693309,99.7232265460087,0.6124537830887937,18.13592835731995,65.0126886792829,14.63896948775396,41.60997264989438,60.085681393292994,PREHEAT_BATTERY
108.039333602727,100.03382051652133,14.205305009639087,1.2127466547272354,0.98999726916509,69.56230879001771,1.0770816972208306,17.76537387403809,64.96705586021433,17.103238316262455,26.86842024680026,25.981702058510677,REPLACE_BATTERY
5776.862142444155,48.64256070735009,-11.824285196090104,0.6484503535617799,0.5293472273973714,92.86239838889281,2.36235863095434,21.82304463456413,59.1722126552327,8.884191651022112,55.07422353203485,78.3383369436038,CRITICAL_ABORT
4360.02595242194,58.802556239262906,0.6257097503507785,0.748244858355878,0.6108121292701044,78.8171360870089,2.4407143049465674,21.367262396074757,61.409038875376645,8.568895673875907,50.13287487048097,60.06967147278175,CRITICAL_ABORT
1828.5065723168,81.20254542265432,12.504421619334414,0.9903099464925926,0.808416282851096,82.22756641506135,0.6158965189753163,23.13179304852597,75.2012542871449,14.482461644294734,42.13600249866466,33.07532786851621,REDUCE_LOAD_PAYLOAD
4976.367989153082,54.190693698498066,-9.63563386040748,0.7164120176665203,0.5848261368706288,95.82277021126022,3.1748697031408493,17.39670660914396,63.449408929692325,10.474787092465945,39.29545311246444,70.39738968087211,CRITICAL_ABORT
1689.1271904895798,82.61193959698032,13.2238621010882,1.0049672081982255,0.820381394447531,79.45189163562246,3.1408114716513,24.450000576457747,73.31439413142539,10.835793627154725,43.41243927215943,43.49312323662171,CRITICAL_ABORT
5236.523037396768,52.3341681563834,-10.8903135550829,0.6951783472704645,0.5674925283840526,83.8122813785632,0.9492708168155644,24.934496125866755,54.29782215088576,8.100932663303702,60.101351223232115,73.80092540699525,CRITICAL_ABORT
675.4823424716221,93.46912707964343,13.86912921423362,1.1344877036586904,0.9261124111499514,66.72548818432095,1.1546652107018418,9.981258369976754,62.06191523792307,29.26149098133749,17.714814336251223,25.90514236202342,REPLACE_BATTERY
4222.115864764774,59.87675428935881,-6.01715650592319,0.7808604244722239,0.6374370812018154,65.08216158536086,3.751951461837988,22.442243912420075,45.77907985106555,6.024340447928511,50.05046680475915,77.60600479270387,REPLACE_BATTERY
3244.190859869462,67.95864702437066,6.51915893591757,0.8465304733987141,0.6910452844071135,73.5679955550604,3.3026857839179122,16.496978381726013,62.26194916257824,11.680531997150638,33.185342778985486,50.4589069570285,CRITICAL_ABORT
579.2068211726449,94.55763332861017,22.843548369260308,1.1129016787311878,0.9084911663111737,88.82040825215685,2.7911881322500953,14.588627751097146,88.82040825215685,22.037126655843288,26.03647507293219,26.511695715181673,REDUCE_LOAD_PAYLOAD
1451.362969553034,85.06187405865876,16.40643972773938,1.0233970657791984,0.8354261761462843,69.24427126756979,0.3289328860424021,18.422229268006156,66.40756979724974,16.96884442362849,32.52178593749307,31.517624928872635,REPLACE_BATTERY
74.42421766388874,100.43411899145734,19.540500175917828,1.1954050777697671,0.9758408798120547,68.98166855815923,1.6730563236103029,8.95141447345412,68.62032202209122,32.70181028889756,14.963316406401658,22.935367171961396,REPLACE_BATTERY
2812.607792787035,71.79540292123669,5.810533536205936,0.8965950171693537,0.7319142997300846,79.38362128125661,2.237207488307308,16.609839019040358,66.54253323708453,14.277454908415669,31.696347097630934,41.97804283539451,REDUCE_LOAD_PAYLOAD
1807.5915645600023,81.4127857012334,2.3653295981457116,1.0294121649375643,0.8403364611735218,87.67429635128792,0.7496451519351077,22.805139690453334,70.0486729161761,15.040553944106145,38.183060375660204,34.514138019903044,REDUCE_LOAD_PAYLOAD
3590.144905786553,65.0045230632471,2.5564414318143536,0.8213705214832885,0.6705065481496232,89.92251972867757,1.792906328432898,11.62884577436247,72.04083609853699,22.175326152232696,23.369844206796667,41.10260652344804,NOMINAL_FLIGHT
1783.4268462517032,81.65624106417509,20.552014038431764,0.9685563839756118,0.7906582726331525,71.24577359344312,2.40410350995476,15.248628211080227,71.24577359344312,17.42593778111422,25.55315268462909,38.631867601074994,REPLACE_BATTERY
1799.514669041908,81.49409354292231,5.932493991017068,1.0172694141155265,0.8304240115228787,67.78558515802149,1.3095067204615969,23.971175091152883,56.91484011554653,9.710885725245724,44.243715271621625,41.06556935385966,REPLACE_BATTERY
4459.15919238962,58.04007895965893,-6.914173117121308,0.7594583232188169,0.6199659781378096,97.91389618809404,3.1237792758019487,15.285585242696854,67.87180048870248,12.990522895063558,34.45465771635898,61.92442946019419,PREHEAT_BATTERY
288.8570158701207,97.90269317636051,24.767963290394864,1.1448284075280961,0.9345538020637518,74.12332338967356,3.361798326555222,14.092249749650772,74.12332338967356,18.109024253343673,22.021126323993524,31.803929647229168,REDUCE_LOAD_PAYLOAD
5417.369971151923,51.0742145674438,-3.9486916403500825,0.66094752273184,0.5395489981484408,94.86712741630534,1.294437877736283,15.48912301809743,68.96697058949789,15.514723894975637,39.18549752362332,58.28387605680229,REDUCE_LOAD_PAYLOAD
5113.583246347089,53.20496503619288,-10.479414182756821,0.705639962573395,0.5760326225088939,95.22220076619864,3.3546286179698286,16.830697030798458,62.13578814556748,10.098300012593647,40.18610187392834,72.75503789069595,CRITICAL_ABORT
4006.828099358439,61.58537666653999,-4.505634292159337,0.7986239207913373,0.6519378945235406,92.03829071168906,0.4143062644120601,18.743852850234973,66.32608441084956,15.073224946946189,40.87851352176509,50.36648351611048,REDUCE_LOAD_PAYLOAD
